genetic_component,environmental_noise,true_phenotype,measurement_noise,total_noise,observed_phenotype,normed_observed_phenotypes
0.11531282,0.24868928,0.3640021,-0.24283014,0.0058591366,0.121171966,0.2966312
0.5080845,-0.24732664,0.26075783,-0.13988513,-0.38721177,0.120872706,0.29624546
0.567264,0.04062231,0.6078863,-0.019370973,0.021251336,0.58851534,0.89898044
0.2012004,0.20741162,0.408612,-0.023282798,0.18412882,0.38532922,0.63709795
-1.6313657,-0.12649368,-1.7578593,0.04595953,-0.080534145,-1.7118999,-2.0659773
0.763484,0.17695348,0.9404375,-0.085470416,0.091483064,0.85496706,1.2424046
-1.2315159,-0.13536139,-1.3668773,-0.09046369,-0.22582507,-1.457341,-1.7378815
-0.15501836,0.51930326,0.3642849,0.008633385,0.52793664,0.37291828,0.6211018
1.129767,0.07550963,1.2052766,0.025489708,0.10099934,1.2307663,1.7267643
1.231662,0.43081966,1.6624817,0.07326227,0.5040819,1.7357439,2.3776195
1.3724804,0.4709925,1.843473,0.3043119,0.77530444,2.147785,2.908691
-0.728843,-0.34622586,-1.0750688,0.0678944,-0.27833146,-1.0071745,-1.1576712
0.2848596,0.036548242,0.32140785,0.07966419,0.116212435,0.40107206,0.6573886
1.1318979,0.32086053,1.4527584,0.20142251,0.5222831,1.654181,2.2724948
0.18780814,0.011542755,0.1993509,0.1551981,0.16674085,0.354549,0.597426
-1.1236348,0.25545874,-0.8681761,-0.07654103,0.1789177,-0.9447171,-1.0771712
-0.4479722,-0.5257797,-0.9737519,-0.15029109,-0.6760708,-1.124043,-1.3083007
-0.2422799,0.15825725,-0.084022656,-0.056760706,0.10149654,-0.14078337,-0.04099764
0.71972144,-0.30044135,0.41928008,0.062218368,-0.23822299,0.48149845,0.7610485
0.10998526,-0.5617849,-0.45179966,0.07696642,-0.48481852,-0.37483323,-0.34265965
-0.3074901,0.28210574,-0.025384367,-0.1038365,0.17826924,-0.12922087,-0.026094977
1.0145366,-0.46957624,0.5449604,-0.2137865,-0.6833627,0.3311739,0.56729835
0.71152854,0.18978612,0.9013147,-0.10690631,0.08287981,0.7944084,1.1643517
0.916228,-0.29230267,0.6239253,0.028053107,-0.26424956,0.65197843,0.98077667
-0.7314609,-0.32253933,-1.0540003,0.032366153,-0.29017317,-1.0216341,-1.1763079
0.09699801,0.18477452,0.28177252,-0.027581502,0.15719302,0.254191,0.46807665
-0.78043795,0.09882595,-0.681612,-0.052090492,0.046735454,-0.7337025,-0.8051988
-0.8246552,0.028508872,-0.7961463,0.15584974,0.18435861,-0.6402965,-0.6848098
-0.91736484,0.17996673,-0.7373981,-0.032337587,0.14762914,-0.7697357,-0.8516413
-0.22311155,0.21579544,-0.0073161125,-0.15534821,0.06044723,-0.16266432,-0.06919955
-0.6566333,-0.69930065,-1.3559339,-0.095269985,-0.7945706,-1.451204,-1.7299716
-1.2752275,0.14089087,-1.1343367,0.08980388,0.23069474,-1.0445328,-1.2058215
-1.3854176,-0.535991,-1.9214087,0.028570127,-0.5074209,-1.8928385,-2.2991853
0.6688565,-0.047105197,0.6217513,0.046948045,-0.00015715137,0.6686994,1.0023279
-0.21451125,-0.26346013,-0.47797137,-0.11087781,-0.37433794,-0.5888492,-0.6185004
0.9084934,0.11996678,1.0284601,0.19487171,0.3148385,1.2233318,1.7171822
-0.29242787,0.40396115,0.111533284,-0.06266243,0.34129873,0.048870854,0.20344377
-0.09374194,0.6264174,0.53267545,0.009652582,0.63606995,0.542328,0.8394505
-1.0142431,0.40902576,-0.60521734,0.24385537,0.65288115,-0.36136198,-0.32529682
0.27320772,-0.12598203,0.1472257,-0.06019482,-0.18617685,0.08703087,0.25262743
0.40466493,-0.32971734,0.074947596,0.0011977879,-0.32851955,0.07614538,0.23859735
-0.020383548,0.40598217,0.38559863,0.15856758,0.56454974,0.5441662,0.84181976
-0.086472124,0.2874284,0.20095628,-0.22013162,0.06729679,-0.019175336,0.11574044
-0.3697662,-0.30142167,-0.6711879,-0.111653544,-0.4130752,-0.78284144,-0.868533
0.57161415,-0.21187465,0.35973948,0.23108587,0.019211218,0.5908253,0.9019577
0.18768127,0.1288249,0.31650618,0.26107547,0.3899004,0.57758164,0.8848882
0.9198086,0.42705372,1.3468623,0.26169702,0.68875074,1.6085594,2.213694
0.54937285,0.5166001,1.0659729,-0.026695276,0.4899048,1.0392777,1.4799587
0.56884867,-0.24784967,0.320999,0.30078822,0.05293855,0.6217872,0.94186383
-0.42337728,-0.18053226,-0.60390955,-0.045278274,-0.22581053,-0.6491878,-0.6962696
1.3897082,-0.19468799,1.1950202,0.112325266,-0.08236273,1.3073455,1.8254657
-0.2195895,-0.02120353,-0.24079303,-0.12421589,-0.14541942,-0.36500892,-0.32999733
-0.10317103,0.07148079,-0.03169024,-0.014783029,0.05669776,-0.04647327,0.080556706
-0.36238962,-0.16629842,-0.5286881,0.1064966,-0.059801817,-0.42219147,-0.40369874
-1.0485342,0.0008856842,-1.0476484,0.023658557,0.02454424,-1.0239899,-1.1793443
-1.0860331,0.20647493,-0.8795582,-0.14067627,0.065798655,-1.0202345,-1.1745039
0.40262872,0.7943707,1.1969994,0.19556764,0.9899384,1.392567,1.935306
-0.12929216,-0.019984825,-0.14927699,0.18790035,0.16791552,0.038623363,0.19023599
-0.34562603,0.120349534,-0.2252765,0.025652148,0.14600168,-0.19962436,-0.11683658
0.14468414,-0.08894561,0.055738524,-0.09565251,-0.18459812,-0.03991399,0.08901082
-0.40477479,0.19030017,-0.21447462,0.023250269,0.21355043,-0.19122435,-0.106009975
0.047839895,0.3532234,0.40106332,-0.03261049,0.3206129,0.36845285,0.61534643
-1.0083711,-0.2560141,-1.2643852,0.005686463,-0.25032765,-1.2586987,-1.4818556
0.7258728,0.3085578,1.0344306,-0.0022621674,0.30629563,1.0321685,1.4707958
-1.0326886,-0.28596044,-1.318649,-0.3018635,-0.5878239,-1.6205125,-1.94819
-0.7474496,-0.1646693,-0.9121189,-0.002535203,-0.16720451,-0.91465414,-1.0384237
0.32931596,0.018017044,0.347333,0.042296603,0.06031365,0.3896296,0.6426407
1.8804188,-0.5229355,1.3574833,0.06849186,-0.45444363,1.4259751,1.978365
-0.33753198,-0.15758842,-0.4951204,-0.026070027,-0.18365845,-0.5211904,-0.5312964
1.5591363,-0.21466601,1.3444703,-0.031463716,-0.24612972,1.3130065,1.832762
-0.30231312,0.20087215,-0.101440966,0.15514249,0.35601464,0.05370152,0.20966992
0.2865323,0.096539035,0.38307136,0.062236253,0.15877528,0.4453076,0.7144029
-0.36984396,-0.56871384,-0.9385578,0.41093755,-0.1577763,-0.52762026,-0.5395837
-0.24062124,0.32819995,0.087578714,0.2295782,0.5577781,0.3171569,0.5492321
0.07491454,-0.05297498,0.021939557,0.3508163,0.29784134,0.37275586,0.62089247
1.3518819,-0.024521308,1.3273605,0.08664415,0.062122844,1.4140047,1.9629365
1.3028252,0.24894448,1.5517697,-0.16346736,0.08547711,1.3883023,1.9298092
-0.39498731,0.023294015,-0.3716933,0.011294254,0.03458827,-0.36039907,-0.32405576
0.6768714,-0.3498748,0.32699662,-0.24214286,-0.59201765,0.08485377,0.24982141
-0.33137715,-0.4858559,-0.8172331,0.16103172,-0.32482418,-0.65620136,-0.7053092
-0.7352078,-0.22314088,-0.9583487,0.089456126,-0.13368475,-0.86889255,-0.9794425
-1.4314159,0.25648692,-1.174929,-0.075960614,0.18052632,-1.2508897,-1.4717908
-0.16226164,-0.1680494,-0.33031103,0.25075942,0.08271003,-0.07955161,0.037922714
-0.33283323,-0.30367076,-0.636504,-0.22098291,-0.5246537,-0.8574869,-0.964742
-0.5340915,-0.08642633,-0.6205178,-0.021755565,-0.108181894,-0.64227337,-0.6873577
-1.4583162,0.05676505,-1.4015511,-0.13282835,-0.076063305,-1.5343795,-1.8371749
0.0914545,-0.50697035,-0.41551584,0.022487974,-0.48448238,-0.39302787,-0.36611038
-0.49474865,0.2019253,-0.29282337,0.21753097,0.41945624,-0.07529241,0.04341231
-0.15997098,-0.04976698,-0.20973796,0.20213115,0.15236416,-0.0076068044,0.13065088
0.7303176,0.119509354,0.84982693,0.0637832,0.18329255,0.9136101,1.3179883
-0.4172266,0.07465583,-0.34257078,0.086499184,0.16115502,-0.2560716,-0.18959026
-0.5980538,-0.109858766,-0.70791256,0.24577059,0.13591182,-0.462142,-0.4551901
-0.51668763,-0.098038636,-0.61472625,-0.09217944,-0.19021808,-0.70690566,-0.77066094
0.41271096,-0.27660325,0.13610771,-0.17887986,-0.4554831,-0.042772144,0.08532701
-1.4953223,-0.20450531,-1.6998277,0.1259021,-0.07860321,-1.5739256,-1.8881451
-0.15827163,0.4117365,0.25346488,0.34301856,0.754755,0.59648347,0.9092504
-0.7268616,-0.5797898,-1.3066514,0.18673216,-0.39305764,-1.1199192,-1.3029857
0.888762,0.18823665,1.0769987,-0.15207644,0.036160216,0.9249223,1.3325684
-0.46584022,-0.29960364,-0.76544386,0.12014542,-0.17945823,-0.6452984,-0.69125664
-1.4406229,-0.051152512,-1.4917754,0.027710866,-0.023441646,-1.4640645,-1.7465473
-1.7661415,-0.037612256,-1.8037537,0.15210581,0.11449355,-1.6516479,-1.9883198
0.15490335,0.1304915,0.28539485,0.012288896,0.1427804,0.29768375,0.52413356
-0.44114393,0.081163414,-0.35998052,-0.1948012,-0.11363778,-0.55478173,-0.5745916
0.11610087,-0.088673264,0.027427606,-0.26579574,-0.354469,-0.23836812,-0.16677262
-0.39789346,0.4036267,0.0057332516,-0.1566455,0.2469812,-0.15091226,-0.05405255
-0.60822165,0.016138108,-0.5920835,-0.12082056,-0.10468245,-0.7129041,-0.7783922
-0.7767529,-0.12929344,-0.90604633,-0.13676593,-0.26605937,-1.0428122,-1.203604
-0.40530846,0.5132394,0.10793093,-0.17288387,0.34035552,-0.06495294,0.056738634
0.31482744,-0.27566934,0.039158106,0.08241021,-0.19325912,0.121568315,0.29714203
-0.20246308,0.022627318,-0.17983575,-0.2693971,-0.24676979,-0.44923288,-0.4385518
-0.12700273,0.6968506,0.5698479,-0.064586505,0.6322641,0.50526136,0.7916761
-0.039335914,-0.310028,-0.3493639,0.032963578,-0.2770644,-0.31640032,-0.2673467
-0.28398848,-0.1492692,-0.43325767,-0.37101865,-0.5202879,-0.80427635,-0.89616
1.0167849,0.045679215,1.0624641,0.1848115,0.23049071,1.2472756,1.7480428
0.44093344,-0.06749231,0.37344113,-0.09068124,-0.15817356,0.2827599,0.50489855
1.0050786,-0.3433495,0.6617291,-0.08407763,-0.4274271,0.5776515,0.88497823
-0.38241115,-0.11953601,-0.50194716,-0.015027059,-0.13456307,-0.5169742,-0.5258622
0.0061928304,0.2145115,0.22070433,0.050736215,0.2652477,0.27144054,0.4903092
-0.12720218,-0.5530472,-0.68024933,-0.06406899,-0.61711615,-0.7443183,-0.81888133
-0.3490033,0.20675428,-0.142249,-0.19526657,0.0114877075,-0.3375156,-0.29456174
0.0020547884,-0.115229934,-0.11317515,0.20372413,0.0884942,0.090548985,0.25716186
0.64099383,0.16069685,0.8016907,0.25850472,0.41920155,1.0601954,1.506919
-0.41544712,0.3113366,-0.10411051,-0.14979118,0.16154543,-0.2539017,-0.1867935
0.3838754,-0.30742377,0.07645163,-0.09879156,-0.40621534,-0.022339933,0.11166166
-0.63574123,-0.09381139,-0.7295526,-0.24469973,-0.3385111,-0.97425234,-1.1152385
-1.5009558,0.5265922,-0.9743636,-0.070738785,0.4558534,-1.0451024,-1.2065557
-0.20233132,-0.3134037,-0.51573503,-0.2674884,-0.5808921,-0.7832234,-0.8690253
-0.66622114,0.061732072,-0.6044891,-0.029002465,0.032729607,-0.6334916,-0.67603904
0.1038694,0.036078054,0.13994746,0.17772934,0.21380739,0.31767678,0.5499022
-0.12683268,0.005270341,-0.12156234,0.21249568,0.21776603,0.090933345,0.25765723
-0.06598937,0.2820762,0.21608683,0.15552908,0.4376053,0.37161592,0.6194232
1.2577829,-1.0079863,0.24979663,0.26210725,-0.74587905,0.5119039,0.8002375
-0.6363399,-0.08069475,-0.71703464,0.34880236,0.2681076,-0.36823228,-0.33415186
-0.7808983,-0.16031657,-0.94121486,-0.16787097,-0.32818753,-1.1090858,-1.2890227
1.086251,-0.17508544,0.9111656,-0.06549937,-0.24058482,0.8456662,1.2304169
-0.75687003,-0.32016525,-1.0770353,-0.018418038,-0.3385833,-1.0954534,-1.2714521
-0.72243834,0.32915354,-0.3932848,-0.17562483,0.1535287,-0.56890965,-0.59280074
0.4653715,-0.4728358,-0.0074643195,0.006874881,-0.46596092,-0.00058943825,0.13969542
-0.7754005,-0.041374736,-0.81677526,-0.14295866,-0.18433338,-0.9597339,-1.096526
-0.54395366,0.13852565,-0.405428,0.109242916,0.24776857,-0.29618508,-0.24129169
-0.7235115,-0.006850699,-0.73036224,-0.1994161,-0.2062668,-0.92977834,-1.0579169
-0.44588032,-0.20658182,-0.6524621,0.18676025,-0.01982157,-0.46570188,-0.45977837
-0.84064084,0.22424822,-0.6163926,0.27805692,0.50230515,-0.3383357,-0.29561874
-1.1660619,0.2023893,-0.9636726,0.032371704,0.234761,-0.9313009,-1.0598793
1.8684647,-0.5192998,1.349165,-0.103668846,-0.6229687,1.2454962,1.7457494
-0.6269079,-0.007819127,-0.634727,0.09981657,0.091997445,-0.53491044,-0.5489799
0.09883867,0.072923526,0.1717622,0.02226344,0.09518696,0.19402564,0.3905308
-1.0486579,-0.1893987,-1.2380567,-0.08044513,-0.26984385,-1.3185018,-1.5589347
0.2274467,0.019906627,0.24735333,0.20312737,0.223034,0.4504807,0.7210704
0.00064146455,-0.34425345,-0.343612,0.0065376437,-0.3377158,-0.33707434,-0.29399303
0.363485,-0.16930015,0.19418485,0.0020422682,-0.16725789,0.19622712,0.3933682
-0.39367288,0.6994905,0.3058176,0.22344333,0.9229338,0.52926093,0.82260865
0.78021234,0.17641331,0.95662564,-0.0190293,0.15738401,0.9375963,1.3489037
-0.8510449,0.15231603,-0.69872886,0.09874459,0.25106063,-0.5999843,-0.6328522
0.046997402,-0.501006,-0.4540086,-0.05881801,-0.559824,-0.5128266,-0.52051646
-1.0803614,-0.2786631,-1.3590245,0.0032374933,-0.2754256,-1.355787,-1.6069908
0.5167605,0.36967713,0.88643765,-0.17307368,0.19660345,0.713364,1.0598953
0.6668102,-0.31977817,0.34703204,-0.07068461,-0.3904628,0.27634743,0.49663362
-0.32274067,-0.10688381,-0.4296245,0.054848775,-0.052035034,-0.3747757,-0.3425855
-0.40961212,0.07573821,-0.33387393,0.26325125,0.33898944,-0.07062268,0.049431022
0.6948367,-0.20608482,0.48875186,-0.026263613,-0.23234843,0.46248823,0.7365467
-0.6561374,-0.0912454,-0.7473828,0.12567937,0.034433976,-0.62170345,-0.6608456
-0.3263895,-0.23382851,-0.560218,-0.07661459,-0.3104431,-0.6368326,-0.68034524
0.5150335,0.13219991,0.64723337,0.15668468,0.28888458,0.80391806,1.1766086
0.1692498,0.166753,0.3360028,-0.13402458,0.03272842,0.20197822,0.40078068
-0.7719332,0.28071338,-0.49121982,-0.09483365,0.18587974,-0.5860535,-0.6148971
0.08718312,-0.10127583,-0.014092714,-0.063169114,-0.16444495,-0.07726183,0.040873963
-0.2553695,-0.52292407,-0.7782936,0.08411471,-0.43880937,-0.6941789,-0.7542577
-1.048688,-0.25126478,-1.2999529,0.00025925777,-0.25100553,-1.2996936,-1.5346931
1.0290052,0.36018273,1.3891879,0.1738987,0.53408146,1.5630866,2.155085
0.22864859,0.06461226,0.29326084,-0.24538228,-0.18077001,0.047878563,0.20216483
-0.5899309,0.019654743,-0.57027614,-0.03128854,-0.0116337985,-0.6015647,-0.6348892
0.038620044,-0.23472595,-0.19610591,-0.10385566,-0.33858162,-0.29996157,-0.24615912
0.04005622,0.7227577,0.7628139,0.14380941,0.86656713,0.90662336,1.3089832
-1.3626283,-0.1364157,-1.4990441,-0.0045289607,-0.14094466,-1.5035731,-1.7974691
0.82060075,-0.22304003,0.5975607,0.16109791,-0.061942115,0.75865865,1.1182746
-0.2718733,0.2639975,-0.0078758,0.26103058,0.5250281,0.25315478,0.46674109
-0.49171504,-0.16982608,-0.6615411,0.12963398,-0.040192097,-0.53190714,-0.545109
0.091713235,-0.5027058,-0.41099256,0.010769779,-0.49193603,-0.40022278,-0.3753837
0.020301303,0.70959544,0.7298967,-0.109285854,0.6003096,0.6206109,0.94034773
0.046400283,0.10559591,0.1519962,-0.020446606,0.0851493,0.1315496,0.3100067
0.7965634,0.15182073,0.9483841,-0.19934472,-0.04752399,0.7490394,1.1058766
0.16754663,0.044787,0.21233363,-0.15379351,-0.10900651,0.05854012,0.21590629
0.5965255,0.059770487,0.65629596,-0.28513223,-0.22536173,0.37116373,0.6188404
-0.57586026,0.19372648,-0.38213378,0.11234846,0.30607495,-0.2697853,-0.20726559
-0.5101293,0.038489245,-0.47164002,0.08964481,0.12813406,-0.3819952,-0.35189056
-0.09400712,-0.21330822,-0.30731535,0.06853221,-0.144776,-0.23878314,-0.16730751
-0.6246418,0.05533574,-0.569306,-0.065233506,-0.009897765,-0.63453954,-0.67738974
-0.93993694,-0.17340508,-1.113342,0.42968124,0.25627616,-0.6836608,-0.74070114
-0.959166,-0.30328658,-1.2624526,0.013523038,-0.28976354,-1.2489296,-1.4692645
0.5852835,0.093261234,0.67854476,-0.15886757,-0.06560633,0.51967716,0.8102563
0.0040354724,0.038568188,0.04260366,-0.32424608,-0.28567788,-0.2816424,-0.22254795
-0.15562147,-0.073609896,-0.22923136,0.027826209,-0.045783687,-0.20140515,-0.1191318
1.0342789,0.67341566,1.7076945,0.27613795,0.9495536,1.9838325,2.6973758
-0.31104675,-0.05021643,-0.3612632,0.1886846,0.13846818,-0.17257859,-0.08197784
-0.9785907,-0.5155931,-1.4941838,-0.047958698,-0.5635518,-1.5421425,-1.8471805
-0.12142981,-0.17363659,-0.2950664,-0.3204797,-0.49411628,-0.6155461,-0.6529095
-0.14080168,-0.10917367,-0.24997535,-0.43245313,-0.5416268,-0.6824285,-0.7391128
-0.42230347,0.14976567,-0.2725378,-0.02802507,0.1217406,-0.30056286,-0.24693412
0.6427072,-0.4148553,0.22785193,-0.13463311,-0.5494884,0.09321882,0.26060295
-0.49142635,-0.25532666,-0.746753,0.01734852,-0.23797813,-0.72940445,-0.7996592
-0.41037637,-0.2908231,-0.7011995,0.008846128,-0.28197697,-0.69235337,-0.7519048
-0.46038908,-0.008652536,-0.46904162,0.029639311,0.020986775,-0.4394023,-0.42588145
-0.14847696,0.16679825,0.01832129,0.033394877,0.20019312,0.051716167,0.20711103
-0.46960944,0.1572795,-0.31232995,0.09007769,0.24735719,-0.22225225,-0.14600119
-0.04182271,0.18525365,0.14343095,-0.13715585,0.048097804,0.0062751025,0.14854299
0.35481244,0.11447632,0.46928877,0.03379693,0.14827326,0.5030857,0.7888719
0.4733144,-0.47890687,-0.0055924654,-0.06868138,-0.5475882,-0.07427385,0.04472511
-0.43552485,-0.42007926,-0.8556041,0.26168224,-0.15839702,-0.5939219,-0.6250385
-0.05805713,0.17655961,0.11850248,0.016739378,0.193299,0.13524187,0.31476557
0.2672941,0.10098995,0.36828405,-0.13083206,-0.029842108,0.23745199,0.4465021
-0.22724913,-0.111170225,-0.33841935,0.025346061,-0.08582416,-0.31307328,-0.26305854
-0.40849525,-0.29791865,-0.70641387,-0.09436822,-0.39228687,-0.8007821,-0.89165634
0.55505747,0.0717037,0.6267612,0.08604475,0.15774846,0.7128059,1.059176
0.80513763,0.246075,1.0512127,0.0101047745,0.25617978,1.0613174,1.5083652
-0.80656976,0.26548848,-0.5410813,0.0653314,0.33081988,-0.4757499,-0.47272906
-0.09890903,0.18900353,0.0900945,-0.16978641,0.019217119,-0.07969191,0.03774188
0.5338588,0.88264614,1.4165049,-0.36796913,0.51467705,1.0485357,1.491891
1.2570385,0.16220888,1.4192474,0.050178923,0.2123878,1.4694263,2.0343683
0.41129476,0.30970034,0.72099507,-0.15258956,0.15711078,0.5684055,0.8730613
0.4414763,0.4257764,0.8672527,0.34796536,0.7737417,1.2152181,1.7067245
-0.12926789,-0.17028025,-0.29954815,-0.059948985,-0.23022923,-0.35949713,-0.32289326
-0.014225113,-0.056385804,-0.07061092,0.5870969,0.5307111,0.516486,0.8061433
0.19409972,0.3346922,0.5287919,0.24584217,0.5805344,0.77463406,1.138865
0.39340708,0.14137666,0.5347837,-0.0021738817,0.13920277,0.5326098,0.8269249
0.6152156,-0.0070206574,0.60819495,0.0064407582,-0.0005798992,0.6146357,0.9326464
