genetic_component,environmental_noise,true_phenotype,measurement_noise,total_noise,observed_phenotype,normed_observed_phenotypes
0.70545846,0.29490188,1.0003604,-0.24111982,0.05378206,0.75924057,1.1177112
0.58597666,-0.22504446,0.3609322,-0.014146306,-0.23919076,0.3467859,0.5845974
-0.99320024,0.16350396,-0.8296963,0.04208209,0.20558605,-0.7876142,-0.8816589
-1.0053884,0.062145825,-0.94324255,-0.10024047,-0.038094644,-1.043483,-1.2123793
0.20741855,0.2812248,0.48864335,-0.015856754,0.26536804,0.4727866,0.7474582
0.82453024,-0.5211058,0.30342442,-0.056009594,-0.5771154,0.24741483,0.45615643
0.68879235,0.22544709,0.9142394,0.15939365,0.38484073,1.0736331,1.5240756
-0.6267297,0.10898902,-0.5177407,0.01544862,0.124437645,-0.5022921,-0.51286894
-0.62422323,0.2002932,-0.42393005,-0.022345308,0.1779479,-0.44627535,-0.44046512
-0.4753554,-0.2883553,-0.7637107,-0.045148157,-0.33350345,-0.8088588,-0.90911835
-0.7543935,-0.26707998,-1.0214735,-0.021587847,-0.28866783,-1.0430614,-1.2118343
0.30227306,0.17406856,0.4763416,-0.09168528,0.082383275,0.3846563,0.6335464
-0.38728955,-0.32522312,-0.7125127,-0.10255242,-0.42777553,-0.8150651,-0.9171402
-0.34233576,0.17962095,-0.16271481,-7.07278e-06,0.17961387,-0.16272189,-0.07396125
-0.06729693,-0.1474067,-0.21470362,-0.003422491,-0.15082918,-0.2181261,-0.14557336
-0.27258152,-0.2708239,-0.5434054,0.013016414,-0.2578075,-0.530389,-0.5491853
-0.50340104,0.17715411,-0.32624692,0.00043399443,0.1775881,-0.32581294,-0.28476277
0.11531282,0.24868928,0.3640021,-0.055606816,0.19308247,0.3083953,0.534976
0.5080845,-0.24732664,0.26075783,-0.019581433,-0.26690808,0.2411764,0.448093
0.567264,0.04062231,0.6078863,-0.010185493,0.030436816,0.59770083,0.90891474
0.2012004,0.20741162,0.408612,-0.006384109,0.20102751,0.4022279,0.65625834
-1.6313657,-0.12649368,-1.7578593,0.12770319,0.0012095124,-1.6301562,-1.9706771
0.763484,0.17695348,0.9404375,-0.09628418,0.0806693,0.8441533,1.2274641
-1.2315159,-0.13536139,-1.3668773,-0.14627342,-0.2816348,-1.5131507,-1.819443
-0.15501836,0.51930326,0.3642849,0.001979363,0.5212826,0.36626425,0.60977393
1.129767,0.07550963,1.2052766,0.045031793,0.12054142,1.2503084,1.7524354
1.231662,0.43081966,1.6624817,0.23511927,0.6659389,1.8976009,2.589086
1.3724804,0.4709925,1.843473,1.1863457,1.6573381,3.0298185,4.0525217
-0.728843,-0.34622586,-1.0750688,0.06474528,-0.28148058,-1.0103235,-1.1695193
0.2848596,0.036548242,0.32140785,0.015106786,0.051655028,0.33651465,0.5713214
1.1318979,0.32086053,1.4527584,0.5024446,0.82330513,1.955203,2.6635392
0.18780814,0.011542755,0.1993509,0.015112687,0.026655443,0.21446358,0.41356564
-1.1236348,0.25545874,-0.8681761,-0.04506827,0.21039048,-0.91324437,-1.0440408
-0.4479722,-0.5257797,-0.9737519,-0.11482745,-0.6406072,-1.0885793,-1.270668
-0.2422799,0.15825725,-0.084022656,-3.6992766e-05,0.15822025,-0.08405965,0.027712757
0.71972144,-0.30044135,0.41928008,0.017770281,-0.28267106,0.43705037,0.7012677
0.10998526,-0.5617849,-0.45179966,0.009232018,-0.5525529,-0.44256765,-0.43567276
-0.3074901,0.28210574,-0.025384367,-0.00074702944,0.28135872,-0.026131395,0.10258728
1.0145366,-0.46957624,0.5449604,-0.09355021,-0.56312644,0.45141017,0.71982837
0.71152854,0.18978612,0.9013147,-0.111622386,0.078163736,0.7896923,1.1570711
0.916228,-0.29230267,0.6239253,0.01541783,-0.27688482,0.63934314,0.96273905
-0.7314609,-0.32253933,-1.0540003,0.029532993,-0.29300633,-1.0244672,-1.1878006
0.09699801,0.18477452,0.28177252,-0.004311912,0.1804626,0.2774606,0.49499175
-0.78043795,0.09882595,-0.681612,-0.017444955,0.08138099,-0.699057,-0.7671952
-0.8246552,0.028508872,-0.7961463,0.07517327,0.103682145,-0.720973,-0.7955226
-0.91736484,0.17996673,-0.7373981,-0.013043804,0.16692293,-0.7504419,-0.83361226
-0.22311155,0.21579544,-0.0073161125,-0.0016509139,0.21414453,-0.008967026,0.12477289
-0.6566333,-0.69930065,-1.3559339,-0.15137559,-0.85067624,-1.5073094,-1.811893
-1.2752275,0.14089087,-1.1343367,0.09647176,0.23736262,-1.0378649,-1.2051177
-1.3854176,-0.535991,-1.9214087,0.09591714,-0.44007388,-1.8254915,-2.2231557
0.6688565,-0.047105197,0.6217513,0.0256496,-0.021455597,0.6474009,0.973154
-0.21451125,-0.26346013,-0.47797137,-0.015409671,-0.2788698,-0.49338105,-0.5013511
0.9084934,0.11996678,1.0284601,0.25788724,0.37785402,1.2863474,1.7990172
-0.29242787,0.40396115,0.111533284,-0.003123375,0.40083778,0.10840991,0.27648714
-0.09374194,0.6264174,0.53267545,0.0040667076,0.6304841,0.53674215,0.83012325
-1.0142431,0.40902576,-0.60521734,0.061320167,0.4703459,-0.54389715,-0.5666451
0.27320772,-0.12598203,0.1472257,-0.004048783,-0.13003081,0.14317691,0.32142487
0.40466493,-0.32971734,0.074947596,4.1557443e-05,-0.3296758,0.074989155,0.23328952
-0.020383548,0.40598217,0.38559863,0.03970066,0.44568282,0.4252993,0.686079
-0.086472124,0.2874284,0.20095628,-0.021659292,0.26576912,0.179297,0.36811146
-0.3697662,-0.30142167,-0.6711879,-0.03604278,-0.33746445,-0.7072307,-0.77776
0.57161415,-0.21187465,0.35973948,0.05196852,-0.15990613,0.411708,0.66851175
0.18768127,0.1288249,0.31650618,0.048387446,0.17721236,0.36489362,0.60800236
0.9198086,0.42705372,1.3468623,0.56728697,0.99434066,1.9141493,2.6104755
0.54937285,0.5166001,1.0659729,-0.037695736,0.47890434,1.0282772,1.4654514
0.56884867,-0.24784967,0.320999,0.05693047,-0.1909192,0.37792948,0.62485164
-0.42337728,-0.18053226,-0.60390955,-0.011325761,-0.19185802,-0.6152353,-0.65885246
1.3897082,-0.19468799,1.1950202,0.19535673,0.0006687343,1.3903769,1.9334794
-0.2195895,-0.02120353,-0.24079303,-0.002196725,-0.023400255,-0.24298976,-0.17771061
-0.10317103,0.07148079,-0.03169024,-9.0964866e-05,0.071389824,-0.031781204,0.09528468
-0.36238962,-0.16629842,-0.5286881,0.01915268,-0.14714573,-0.5095354,-0.52223116
-1.0485342,0.0008856842,-1.0476484,0.021298304,0.022183988,-1.0263501,-1.1902344
-1.0860331,0.20647493,-0.8795582,-0.08533513,0.1211398,-0.96489334,-1.1107991
0.40262872,0.7943707,1.1969994,0.3411654,1.1355361,1.5381649,2.124501
-0.12929216,-0.019984825,-0.14927699,0.00030745272,-0.019677373,-0.14896953,-0.056185793
-0.34562603,0.120349534,-0.2252765,0.0003529249,0.12070246,-0.22492358,-0.15435936
0.14468414,-0.08894561,0.055738524,-0.0026626636,-0.09160828,0.05307586,0.20496574
-0.40477479,0.19030017,-0.21447462,0.00026308172,0.19056325,-0.21421154,-0.14051363
0.047839895,0.3532234,0.40106332,-0.008682977,0.34454045,0.39238036,0.64353
-1.0083711,-0.2560141,-1.2643852,0.007756999,-0.24825712,-1.2566283,-1.4878778
0.7258728,0.3085578,1.0344306,-0.003025185,0.30553263,1.0314054,1.4694948
-1.0326886,-0.28596044,-1.318649,-0.4513739,-0.7373344,-1.770023,-2.1514604
-0.7474496,-0.1646693,-0.9121189,-0.0016706326,-0.16633993,-0.9137896,-1.0447454
0.32931596,0.018017044,0.347333,0.009015437,0.027032482,0.35634845,0.5969574
1.8804188,-0.5229355,1.3574833,0.15064526,-0.37229025,1.5081285,2.0856779
-0.33753198,-0.15758842,-0.4951204,-0.003968064,-0.16155648,-0.49908847,-0.50872815
1.5591363,-0.21466601,1.3444703,-0.06798076,-0.28264678,1.2764895,1.7862755
-0.30231312,0.20087215,-0.101440966,9.724436e-06,0.20088188,-0.10143124,0.005259293
0.2865323,0.096539035,0.38307136,0.015423382,0.111962415,0.39849475,0.65143305
-0.36984396,-0.56871384,-0.9385578,0.28892627,-0.27978757,-0.6496315,-0.70331085
-0.24062124,0.32819995,0.087578714,0.009094988,0.33729494,0.096673705,0.26131767
0.07491454,-0.05297498,0.021939557,0.006174749,-0.04680023,0.028114306,0.17270195
1.3518819,-0.024521308,1.3273605,0.18282339,0.15830208,1.5101839,2.0883346
1.3028252,0.24894448,1.5517697,-0.46109807,-0.2121536,1.0906717,1.5460987
-0.39498731,0.023294015,-0.3716933,0.0007951712,0.024089186,-0.37089813,-0.34303713
0.6768714,-0.3498748,0.32699662,-0.047117196,-0.396992,0.27987942,0.49811816
-0.33137715,-0.4858559,-0.8172331,0.08251503,-0.40334088,-0.7347181,-0.81328857
-0.7352078,-0.22314088,-0.9583487,0.06593358,-0.15720731,-0.8924151,-1.0171181
-1.4314159,0.25648692,-1.174929,-0.088191316,0.1682956,-1.2631203,-1.496269
-0.16226164,-0.1680494,-0.33031103,0.012525661,-0.15552373,-0.31778538,-0.27438685
-0.33283323,-0.30367076,-0.636504,-0.06280085,-0.36647162,-0.6993048,-0.76751554
-0.5340915,-0.08642633,-0.6205178,-0.0058134403,-0.092239775,-0.6263312,-0.67319435
-1.4583162,0.05676505,-1.4015511,-0.22678052,-0.17001547,-1.6283317,-1.9683189
0.0914545,-0.50697035,-0.41551584,0.0021562022,-0.50481415,-0.41335964,-0.39792028
-0.49474865,0.2019253,-0.29282337,0.007492773,0.20941806,-0.2853306,-0.23243777
-0.15997098,-0.04976698,-0.20973796,0.0020858408,-0.047681138,-0.20765212,-0.13203533
0.7303176,0.119509354,0.84982693,0.0599838,0.17949316,0.9098107,1.3123288
-0.4172266,0.07465583,-0.34257078,0.0048132925,0.07946912,-0.3377575,-0.3002016
-0.5980538,-0.109858766,-0.70791256,0.090046175,-0.019812591,-0.6178664,-0.6622532
-0.51668763,-0.098038636,-0.61472625,-0.024076927,-0.12211557,-0.6388032,-0.68931484
0.41271096,-0.27660325,0.13610771,-0.0110112615,-0.28761452,0.12509646,0.29805517
-1.4953223,-0.20450531,-1.6998277,0.32563642,0.12113111,-1.3741913,-1.6398326
-0.15827163,0.4117365,0.25346488,0.046142433,0.45787892,0.2996073,0.5236172
-0.7268616,-0.5797898,-1.3066514,0.27370647,-0.30608335,-1.0329449,-1.1987584
0.888762,0.18823665,1.0769987,-0.21879156,-0.030554906,0.85820717,1.2456293
-0.46584022,-0.29960364,-0.76544386,0.052886568,-0.24671707,-0.7125573,-0.7846449
-1.4406229,-0.051152512,-1.4917754,0.0541483,0.002995789,-1.4376271,-1.7218258
-1.7661415,-0.037612256,-1.8037537,0.4465003,0.40888804,-1.3572534,-1.6179397
0.15490335,0.1304915,0.28539485,0.0019569232,0.13244842,0.28735176,0.50777644
-0.44114393,0.081163414,-0.35998052,-0.012517997,0.06864542,-0.3724985,-0.34510568
0.11610087,-0.088673264,0.027427606,-0.00507783,-0.093751095,0.022349777,0.16525108
-0.39789346,0.4036267,0.0057332516,-0.0021181065,0.4015086,0.003615145,0.14103584
-0.60822165,0.016138108,-0.5920835,-0.028793832,-0.012655724,-0.6208773,-0.66614497
-0.7767529,-0.12929344,-0.90604633,-0.08876696,-0.2180604,-0.9948133,-1.1494718
-0.40530846,0.5132394,0.10793093,-0.008338419,0.504901,0.09959251,0.26509032
0.31482744,-0.27566934,0.039158106,0.0018561846,-0.27381316,0.04101429,0.1893757
-0.20246308,0.022627318,-0.17983575,-0.0013714178,0.021255901,-0.18120717,-0.09785419
-0.12700273,0.6968506,0.5698479,-0.030453354,0.6663972,0.5393945,0.8335515
-0.039335914,-0.310028,-0.3493639,0.0019426495,-0.30808532,-0.34742123,-0.31269234
-0.28398848,-0.1492692,-0.43325767,-0.03981545,-0.18908465,-0.47307312,-0.47510228
1.0167849,0.045679215,1.0624641,0.25941175,0.30509096,1.3218758,1.8449391
0.44093344,-0.06749231,0.37344113,-0.021602085,-0.0890944,0.35183904,0.59112877
1.0050786,-0.3433495,0.6617291,-0.051096495,-0.394446,0.6106326,0.92562956
-0.38241115,-0.11953601,-0.50194716,-0.0023688884,-0.1219049,-0.50431603,-0.515485
0.0061928304,0.2145115,0.22070433,0.005647846,0.22015935,0.22635219,0.4289321
-0.12720218,-0.5530472,-0.68024933,-0.021354469,-0.5744017,-0.70160383,-0.7704871
-0.3490033,0.20675428,-0.142249,-0.0002171087,0.20653717,-0.14246611,-0.047779873
0.0020547884,-0.115229934,-0.11317515,3.1745856e-06,-0.11522676,-0.11317197,-0.009916056
0.64099383,0.16069685,0.8016907,0.21931608,0.38001293,1.0210068,1.4560542
-0.41544712,0.3113366,-0.10411051,-4.07828e-06,0.31133252,-0.104114585,0.00179097
0.3838754,-0.30742377,0.07645163,-0.0034837858,-0.31090754,0.07296784,0.2306769
-0.63574123,-0.09381139,-0.7295526,-0.09625271,-0.1900641,-0.8258053,-0.93102235
-1.5009558,0.5265922,-0.9743636,-0.054123335,0.47246885,-1.028487,-1.1929963
-0.20233132,-0.3134037,-0.51573503,-0.045180473,-0.35858417,-0.5609155,-0.588642
-0.66622114,0.061732072,-0.6044891,-0.007271592,0.05446048,-0.6117607,-0.65436137
0.1038694,0.036078054,0.13994746,0.011285515,0.047363568,0.15123297,0.33183762
-0.12683268,0.005270341,-0.12156234,3.2820655e-05,0.0053031617,-0.12152952,-0.020718511
-0.06598937,0.2820762,0.21608683,0.016832009,0.29890823,0.23291884,0.4374198
1.2577829,-1.0079863,0.24979663,0.03454883,-0.9734375,0.28434545,0.5038907
-0.6363399,-0.08069475,-0.71703464,0.1317196,0.051024854,-0.58531505,-0.62017936
-0.7808983,-0.16031657,-0.94121486,-0.118786015,-0.2791026,-1.0600009,-1.2337292
1.086251,-0.17508544,0.9111656,-0.0697286,-0.24481404,0.841437,1.2239532
-0.75687003,-0.32016525,-1.0770353,-0.017635357,-0.3378006,-1.0946707,-1.2785413
-0.72243834,0.32915354,-0.3932848,-0.014483263,0.31467026,-0.40776807,-0.39069295
0.4653715,-0.4728358,-0.0074643195,7.2848365e-05,-0.47276297,-0.007391471,0.12680936
-0.7754005,-0.041374736,-0.81677526,-0.07315942,-0.114534155,-0.88993466,-1.0139121
-0.54395366,0.13852565,-0.405428,0.009795776,0.14832142,-0.3956322,-0.37500688
-0.7235115,-0.006850699,-0.73036224,-0.07864528,-0.08549598,-0.8090075,-0.9093106
-0.44588032,-0.20658182,-0.6524621,0.056336697,-0.15024512,-0.5961254,-0.6341522
-0.84064084,0.22424822,-0.6163926,0.0731071,0.29735532,-0.5432855,-0.5658545
-1.1660619,0.2023893,-0.9636726,0.02415969,0.22654898,-0.9395129,-1.0779939
1.8684647,-0.5192998,1.349165,-0.22543676,-0.74473655,1.1237282,1.5888256
-0.6269079,-0.007819127,-0.634727,0.02817585,0.020356722,-0.6065512,-0.64762783
0.09883867,0.072923526,0.1717622,0.0017976675,0.074721195,0.17355986,0.360696
-1.0486579,-0.1893987,-1.2380567,-0.104791105,-0.2941898,-1.3428478,-1.5993199
0.2274467,0.019906627,0.24735333,0.026411446,0.046318073,0.2737648,0.4902148
0.00064146455,-0.34425345,-0.343612,0.00036704494,-0.3438864,-0.34324494,-0.3072943
0.363485,-0.16930015,0.19418485,0.00019226738,-0.16910788,0.19437712,0.38760313
-0.39367288,0.6994905,0.3058176,0.03935961,0.7388501,0.3451772,0.5825181
0.78021234,0.17641331,0.95662564,-0.022103177,0.15431014,0.93452245,1.3442698
-0.8510449,0.15231603,-0.69872886,0.035076845,0.18739288,-0.663652,-0.7214329
0.046997402,-0.501006,-0.4540086,-0.007146431,-0.5081524,-0.46115503,-0.45969772
-1.0803614,-0.2786631,-1.3590245,0.005169628,-0.27349347,-1.3538549,-1.613547
0.5167605,0.36967713,0.88643765,-0.17542736,0.19424976,0.7110103,1.0553716
0.6668102,-0.31977817,0.34703204,-0.015046428,-0.3348246,0.33198562,0.5654674
-0.32274067,-0.10688381,-0.4296245,0.0057547633,-0.10112905,-0.42386973,-0.41150498
-0.40961212,0.07573821,-0.33387393,0.013576968,0.089315176,-0.32029697,-0.2776332
0.6948367,-0.20608482,0.48875186,-0.009602664,-0.21568748,0.4791492,0.7556821
-0.6561374,-0.0912454,-0.7473828,0.052318975,-0.038926423,-0.6950638,-0.76203394
-0.3263895,-0.23382851,-0.560218,-0.015928103,-0.24975662,-0.57614607,-0.6083281
0.5150335,0.13219991,0.64723337,0.09167505,0.22387496,0.7389084,1.091431
0.1692498,0.166753,0.3360028,-0.027166927,0.13958606,0.30883586,0.5355455
-0.7719332,0.28071338,-0.49121982,-0.0141440695,0.26656932,-0.5053639,-0.5168393
0.08718312,-0.10127583,-0.014092714,-0.0005850361,-0.101860866,-0.01467775,0.117391564
-0.2553695,-0.52292407,-0.7782936,0.038490646,-0.4844334,-0.73980296,-0.819861
-1.048688,-0.25126478,-1.2999529,0.00037577248,-0.250889,-1.2995771,-1.5433909
1.0290052,0.36018273,1.3891879,0.3991974,0.7593801,1.7883854,2.4479208
0.22864859,0.06461226,0.29326084,-0.04064859,0.023963671,0.25261226,0.4628743
-0.5899309,0.019654743,-0.57027614,-0.006798272,0.012856471,-0.5770744,-0.609528
0.038620044,-0.23472595,-0.19610591,-0.0008006086,-0.23552656,-0.19690652,-0.11814622
0.04005622,0.7227577,0.7628139,0.111816674,0.83457434,0.8746306,1.2668571
-1.3626283,-0.1364157,-1.4990441,-0.008943099,-0.1453588,-1.5079871,-1.8127689
0.82060075,-0.22304003,0.5975607,0.08228558,-0.14075445,0.6798463,1.015091
-0.2718733,0.2639975,-0.0078758,0.0027436474,0.26674116,-0.0051321527,0.12972961
-0.49171504,-0.16982608,-0.6615411,0.040422536,-0.12940353,-0.62111855,-0.66645676
0.091713235,-0.5027058,-0.41099256,0.0010023538,-0.50170344,-0.40999022,-0.3935652
0.020301303,0.70959544,0.7298967,-0.07867981,0.63091564,0.6512169,0.97808635
0.046400283,0.10559591,0.1519962,-0.0014268978,0.10416901,0.1505693,0.33097982
0.7965634,0.15182073,0.9483841,-0.22797884,-0.07615811,0.7204053,1.067515
0.16754663,0.044787,0.21233363,-0.016262392,0.02852461,0.19607124,0.3897928
0.5965255,0.059770487,0.65629596,-0.17084979,-0.1110793,0.48544616,0.7638212
-0.57586026,0.19372648,-0.38213378,0.008551795,0.20227827,-0.37358198,-0.34650615
-0.5101293,0.038489245,-0.47164002,0.012034522,0.050523765,-0.4596055,-0.4576949
-0.09400712,-0.21330822,-0.30731535,0.0027480284,-0.21056019,-0.3045673,-0.257302
-0.6246418,0.05533574,-0.569306,-0.014114128,0.04122161,-0.58342016,-0.61773014
-0.93993694,-0.17340508,-1.113342,0.4428707,0.26946563,-0.6704713,-0.73024714
-0.959166,-0.30328658,-1.2624526,0.018385326,-0.28490126,-1.2440673,-1.4716423
0.5852835,0.093261234,0.67854476,-0.100805975,-0.007544741,0.57773876,0.88311297
0.0040354724,0.038568188,0.04260366,-0.0076462296,0.030921958,0.03495743,0.18154696
-0.15562147,-0.073609896,-0.22923136,0.00040938405,-0.07320051,-0.22882198,-0.15939818
1.0342789,0.67341566,1.7076945,0.93201125,1.6054269,2.6397057,3.5482855
-0.31104675,-0.05021643,-0.3612632,0.012249325,-0.037967104,-0.34901386,-0.31475088
-0.9785907,-0.5155931,-1.4941838,-0.094040275,-0.6096334,-1.588224,-1.9164783
-0.12142981,-0.17363659,-0.2950664,-0.011310241,-0.18494682,-0.30637664,-0.2596406
-0.14080168,-0.10917367,-0.24997535,-0.008752972,-0.11792664,-0.25872833,-0.19805332
-0.42230347,0.14976567,-0.2725378,-0.00076373713,0.14900193,-0.27330154,-0.21688975
0.6427072,-0.4148553,0.22785193,-0.01564337,-0.43049866,0.21220855,0.41065094
-0.49142635,-0.25532666,-0.746753,0.0072077527,-0.2481189,-0.7395452,-0.81952786
-0.41037637,-0.2908231,-0.7011995,0.003168789,-0.2876543,-0.6980307,-0.7658687
-0.46038908,-0.008652536,-0.46904162,0.0039221216,-0.0047304146,-0.46511948,-0.4648219
-0.14847696,0.16679825,0.01832129,0.0005558155,0.16735406,0.018877106,0.16076252
-0.46960944,0.1572795,-0.31232995,0.0037971959,0.1610767,-0.30853274,-0.26242745
-0.04182271,0.18525365,0.14343095,-0.008954335,0.17629932,0.13447662,0.31017938
0.35481244,0.11447632,0.46928877,0.011565794,0.12604211,0.48085457,0.7578864
0.4733144,-0.47890687,-0.0055924654,-0.00075477717,-0.47966164,-0.0063472427,0.12815908
-0.43552485,-0.42007926,-0.8556041,0.14901888,-0.27106038,-0.7065852,-0.77692574
-0.05805713,0.17655961,0.11850248,0.0008878661,0.17744748,0.119390346,0.2906798
0.2672941,0.10098995,0.36828405,-0.03050443,0.070485525,0.3377796,0.5729564
-0.22724913,-0.111170225,-0.33841935,0.001360647,-0.10980958,-0.3370587,-0.29929835
-0.40849525,-0.29791865,-0.70641387,-0.034402013,-0.33232066,-0.7408159,-0.8211702
0.55505747,0.0717037,0.6267612,0.047656238,0.11935994,0.67441744,1.0080739
0.80513763,0.246075,1.0512127,0.013912539,0.25998753,1.0651252,1.5130789
-0.80656976,0.26548848,-0.5410813,0.012454021,0.2779425,-0.5286273,-0.5469082
-0.09890903,0.18900353,0.0900945,-0.006899297,0.18210423,0.0831952,0.24389616
0.5338588,0.88264614,1.4165049,-0.87577903,0.0068671107,0.5407258,0.8352723
1.2570385,0.16220888,1.4192474,0.11985727,0.28206617,1.5391047,2.125716
0.41129476,0.30970034,0.72099507,-0.1075378,0.20216253,0.61345726,0.9292805
0.4414763,0.4257764,0.8672527,0.33923706,0.76501346,1.2064898,1.6957982
-0.12926789,-0.17028025,-0.29954815,-0.0022189964,-0.17249924,-0.30176714,-0.25368264
-0.014225113,-0.056385804,-0.07061092,0.00089709414,-0.05548871,-0.06971382,0.046255294
0.19409972,0.3346922,0.5287919,0.10232581,0.43701804,0.6311177,0.9521073
